split,class,image,reason
train,H,2036.png,no_hands_detected
train,H,2037.png,expected_2_got_1
train,H,2038.png,expected_2_got_1
train,H,2039.png,expected_2_got_1
train,H,204.jpg,expected_2_got_1
train,H,2040.png,expected_2_got_1
train,H,2042.png,expected_2_got_1
train,H,2043.png,expected_2_got_1
train,H,2044.png,expected_2_got_1
train,H,2045.png,expected_2_got_1
train,H,2046.png,expected_2_got_1
train,H,2047.png,expected_2_got_1
train,H,2048.png,expected_2_got_1
train,H,2049.png,expected_2_got_1
train,H,205.jpg,expected_2_got_1
train,H,2050.png,expected_2_got_1
train,H,2051.png,expected_2_got_1
train,H,2052.png,expected_2_got_1
train,H,2053.png,expected_2_got_1
train,H,2055.png,expected_2_got_1
train,H,2056.png,expected_2_got_1
train,H,2057.png,expected_2_got_1
train,H,2059.png,expected_2_got_1
train,H,206.jpg,expected_2_got_1
train,H,2060.png,expected_2_got_1
train,H,2061.png,expected_2_got_1
train,H,2062.png,expected_2_got_1
train,H,21.jpg,expected_2_got_1
train,H,210.jpg,expected_2_got_1
train,H,212.jpg,expected_2_got_1
train,H,213.jpg,expected_2_got_1
train,H,216.jpg,expected_2_got_1
train,H,217.jpg,expected_2_got_1
train,H,218.jpg,expected_2_got_1
train,H,219.jpg,expected_2_got_1
train,H,22.jpg,expected_2_got_1
train,H,220.jpg,expected_2_got_1
train,H,2201.png,expected_2_got_1
train,H,2203.png,expected_2_got_1
train,H,2209.png,expected_2_got_1
train,H,221.jpg,expected_2_got_1
train,H,2210.png,expected_2_got_1
train,H,2213.png,expected_2_got_1
train,H,2214.png,expected_2_got_1
train,H,2215.png,expected_2_got_1
train,H,2216.png,expected_2_got_1
train,H,2217.png,expected_2_got_1
train,H,2218.png,expected_2_got_1
train,H,2219.png,expected_2_got_1
train,H,222.jpg,expected_2_got_1
train,H,2220.png,expected_2_got_1
train,H,2221.png,expected_2_got_1
train,H,2222.png,expected_2_got_1
train,H,2223.png,expected_2_got_1
train,H,2224.png,expected_2_got_1
train,H,2225.png,expected_2_got_1
train,H,2226.png,expected_2_got_1
train,H,2227.png,expected_2_got_1
train,H,223.jpg,expected_2_got_1
train,H,2230.png,expected_2_got_1
train,H,2231.png,expected_2_got_1
train,H,2232.png,expected_2_got_1
train,H,2233.png,expected_2_got_1
train,H,2234.png,expected_2_got_1
train,H,2235.png,expected_2_got_1
train,H,2236.png,expected_2_got_1
train,H,2237.png,expected_2_got_1
train,H,2238.png,expected_2_got_1
train,H,224.jpg,expected_2_got_1
train,H,2240.png,expected_2_got_1
train,H,2241.png,expected_2_got_1
train,H,2242.png,expected_2_got_1
train,H,2244.png,expected_2_got_1
train,H,2245.png,expected_2_got_1
train,H,2246.png,expected_2_got_1
train,H,2247.png,expected_2_got_1
train,H,2248.png,no_hands_detected
train,H,2249.png,no_hands_detected
train,H,2250.png,expected_2_got_1
train,H,2251.png,expected_2_got_1
train,H,2253.png,expected_2_got_1
train,H,2254.png,expected_2_got_1
train,H,2255.png,no_hands_detected
train,H,2256.png,expected_2_got_1
train,H,2257.png,expected_2_got_1
train,H,2258.png,expected_2_got_1
train,H,2259.png,expected_2_got_1
train,H,2260.png,expected_2_got_1
train,H,2261.png,expected_2_got_1
train,H,2262.png,expected_2_got_1
train,H,2264.png,expected_2_got_1
train,H,2266.png,expected_2_got_1
train,H,2267.png,expected_2_got_1
train,H,2269.png,expected_2_got_1
train,H,227.jpg,expected_2_got_1
train,H,2270.png,expected_2_got_1
train,H,2271.png,expected_2_got_1
train,H,2274.png,expected_2_got_1
train,H,2275.png,expected_2_got_1
train,H,2276.png,expected_2_got_1
train,H,2277.png,expected_2_got_1
train,H,2278.png,expected_2_got_1
train,H,229.jpg,expected_2_got_1
train,H,230.jpg,expected_2_got_1
train,H,231.jpg,expected_2_got_1
train,H,232.jpg,expected_2_got_1
train,H,233.jpg,expected_2_got_1
train,H,234.jpg,expected_2_got_1
train,H,235.jpg,expected_2_got_1
train,H,239.jpg,expected_2_got_1
train,H,24.jpg,expected_2_got_1
train,H,240.jpg,expected_2_got_1
train,H,241.jpg,expected_2_got_1
train,H,2424.png,expected_2_got_1
train,H,2425.png,expected_2_got_1
train,H,2426.png,expected_2_got_1
train,H,2428.png,expected_2_got_1
train,H,2431.png,expected_2_got_1
train,H,2433.png,expected_2_got_1
train,H,2434.png,expected_2_got_1
train,H,2447.png,expected_2_got_1
train,H,245.jpg,expected_2_got_1
train,H,2450.png,expected_2_got_1
train,H,2452.png,expected_2_got_1
train,H,2453.png,expected_2_got_1
train,H,247.jpg,expected_2_got_1
train,H,248.jpg,expected_2_got_1
train,H,249.jpg,expected_2_got_1
train,H,250.jpg,expected_2_got_1
train,H,251.jpg,expected_2_got_1
train,H,252.jpg,expected_2_got_1
train,H,254.jpg,expected_2_got_1
train,H,255.jpg,expected_2_got_1
train,H,257.jpg,expected_2_got_1
train,H,258.jpg,expected_2_got_1
train,H,26.jpg,expected_2_got_1
train,H,264.jpg,expected_2_got_1
train,H,266.jpg,expected_2_got_1
train,H,268.jpg,expected_2_got_1
train,H,269.jpg,expected_2_got_1
train,H,27.jpg,expected_2_got_1
train,H,270.jpg,expected_2_got_1
train,H,271.jpg,expected_2_got_1
train,H,272.jpg,expected_2_got_1
train,H,273.jpg,expected_2_got_1
train,H,274.jpg,expected_2_got_1
train,H,275.jpg,expected_2_got_1
train,H,276.jpg,expected_2_got_1
train,H,277.jpg,expected_2_got_1
train,H,278.jpg,expected_2_got_1
train,H,279.jpg,expected_2_got_1
train,H,28.jpg,expected_2_got_1
train,H,280.jpg,expected_2_got_1
train,H,281.jpg,expected_2_got_1
train,H,282.jpg,expected_2_got_1
train,H,283.jpg,expected_2_got_1
train,H,284.jpg,expected_2_got_1
train,H,285.jpg,expected_2_got_1
train,H,287.jpg,expected_2_got_1
train,H,288.jpg,expected_2_got_1
train,H,289.jpg,expected_2_got_1
train,H,29.jpg,expected_2_got_1
train,H,290.jpg,expected_2_got_1
train,H,291.jpg,expected_2_got_1
train,H,292.jpg,expected_2_got_1
train,H,293.jpg,expected_2_got_1
train,H,294.jpg,expected_2_got_1
train,H,296.jpg,expected_2_got_1
train,H,297.jpg,expected_2_got_1
train,H,298.jpg,expected_2_got_1
train,H,301.jpg,expected_2_got_1
train,H,303.jpg,expected_2_got_1
train,H,304.jpg,expected_2_got_1
train,H,305.jpg,expected_2_got_1
train,H,308.jpg,expected_2_got_1
train,H,309.jpg,expected_2_got_1
train,H,31.jpg,expected_2_got_1
train,H,310.jpg,expected_2_got_1
train,H,312.jpg,expected_2_got_1
train,H,316.jpg,expected_2_got_1
train,H,318.jpg,expected_2_got_1
train,H,319.jpg,expected_2_got_1
train,H,32.jpg,expected_2_got_1
train,H,320.jpg,expected_2_got_1
train,H,322.jpg,expected_2_got_1
train,H,324.jpg,expected_2_got_1
train,H,325.jpg,expected_2_got_1
train,H,326.jpg,expected_2_got_1
train,H,327.jpg,expected_2_got_1
train,H,328.jpg,expected_2_got_1
train,H,329.jpg,expected_2_got_1
train,H,33.jpg,expected_2_got_1
train,H,331.jpg,expected_2_got_1
train,H,337.jpg,expected_2_got_1
train,H,34.jpg,expected_2_got_1
train,H,341.jpg,expected_2_got_1
train,H,347.jpg,expected_2_got_1
train,H,348.jpg,expected_2_got_1
train,H,35.jpg,expected_2_got_1
train,H,351.jpg,expected_2_got_1
train,H,352.jpg,expected_2_got_1
train,H,356.jpg,expected_2_got_1
train,H,357.jpg,expected_2_got_1
train,H,358.jpg,expected_2_got_1
train,H,359.jpg,expected_2_got_1
train,H,36.jpg,expected_2_got_1
train,H,362.jpg,expected_2_got_1
train,H,372.jpg,expected_2_got_1
train,H,373.jpg,expected_2_got_1
train,H,374.jpg,expected_2_got_1
train,H,375.jpg,expected_2_got_1
train,H,376.jpg,expected_2_got_1
train,H,377.jpg,expected_2_got_1
train,H,378.jpg,expected_2_got_1
train,H,38.jpg,expected_2_got_1
train,H,380.jpg,expected_2_got_1
train,H,381.jpg,expected_2_got_1
train,H,382.jpg,expected_2_got_1
train,H,383.jpg,expected_2_got_1
train,H,384.jpg,expected_2_got_1
train,H,385.jpg,expected_2_got_1
train,H,386.jpg,expected_2_got_1
train,H,39.jpg,expected_2_got_1
train,H,390.jpg,expected_2_got_1
train,H,391.jpg,expected_2_got_1
train,H,392.jpg,expected_2_got_1
train,H,393.jpg,expected_2_got_1
train,H,396.jpg,expected_2_got_1
train,H,4.jpg,expected_2_got_1
train,H,40.jpg,expected_2_got_1
train,H,400.jpg,expected_2_got_1
train,H,401.jpg,expected_2_got_1
train,H,402.jpg,expected_2_got_1
train,H,403.jpg,expected_2_got_1
train,H,406.jpg,expected_2_got_1
train,H,407.jpg,expected_2_got_1
train,H,409.jpg,expected_2_got_1
train,H,41.jpg,expected_2_got_1
train,H,411.jpg,expected_2_got_1
train,H,412.jpg,expected_2_got_1
train,H,413.jpg,expected_2_got_1
train,H,415.jpg,expected_2_got_1
train,H,416.jpg,expected_2_got_1
train,H,417.jpg,expected_2_got_1
train,H,418.jpg,expected_2_got_1
train,H,42.jpg,expected_2_got_1
train,H,420.jpg,expected_2_got_1
train,H,421.jpg,expected_2_got_1
train,H,422.jpg,expected_2_got_1
train,H,423.jpg,expected_2_got_1
train,H,424.jpg,expected_2_got_1
train,H,426.jpg,expected_2_got_1
train,H,427.jpg,expected_2_got_1
train,H,43.jpg,expected_2_got_1
train,H,431.jpg,expected_2_got_1
train,H,432.jpg,expected_2_got_1
train,H,434.jpg,expected_2_got_1
train,H,435.jpg,expected_2_got_1
train,H,436.jpg,expected_2_got_1
train,H,438.jpg,expected_2_got_1
train,H,439.jpg,expected_2_got_1
train,H,44.jpg,expected_2_got_1
train,H,440.jpg,expected_2_got_1
train,H,441.jpg,expected_2_got_1
train,H,442.jpg,expected_2_got_1
train,H,443.jpg,expected_2_got_1
train,H,444.jpg,expected_2_got_1
train,H,446.jpg,expected_2_got_1
train,H,448.jpg,expected_2_got_1
train,H,449.jpg,expected_2_got_1
train,H,45.jpg,expected_2_got_1
train,H,450.jpg,expected_2_got_1
train,H,451.jpg,expected_2_got_1
train,H,452.jpg,expected_2_got_1
train,H,453.jpg,expected_2_got_1
train,H,454.jpg,expected_2_got_1
train,H,455.jpg,expected_2_got_1
train,H,456.jpg,expected_2_got_1
train,H,46.jpg,expected_2_got_1
train,H,462.jpg,expected_2_got_1
train,H,463.jpg,expected_2_got_1
train,H,464.jpg,expected_2_got_1
train,H,465.jpg,expected_2_got_1
train,H,466.jpg,expected_2_got_1
train,H,467.jpg,expected_2_got_1
train,H,468.jpg,expected_2_got_1
train,H,469.jpg,expected_2_got_1
train,H,47.jpg,expected_2_got_1
train,H,471.jpg,expected_2_got_1
train,H,472.jpg,expected_2_got_1
train,H,474.jpg,expected_2_got_1
train,H,475.jpg,expected_2_got_1
train,H,477.jpg,expected_2_got_1
train,H,478.jpg,expected_2_got_1
train,H,479.jpg,expected_2_got_1
train,H,480.jpg,expected_2_got_1
train,H,481.jpg,expected_2_got_1
train,H,482.jpg,expected_2_got_1
train,H,483.jpg,expected_2_got_1
train,H,484.jpg,expected_2_got_1
train,H,485.jpg,expected_2_got_1
train,H,486.jpg,expected_2_got_1
train,H,488.jpg,expected_2_got_1
train,H,489.jpg,expected_2_got_1
train,H,49.jpg,expected_2_got_1
train,H,490.jpg,expected_2_got_1
train,H,491.jpg,expected_2_got_1
train,H,492.jpg,expected_2_got_1
train,H,493.jpg,expected_2_got_1
train,H,494.jpg,expected_2_got_1
train,H,495.jpg,expected_2_got_1
train,H,496.jpg,expected_2_got_1
train,H,497.jpg,expected_2_got_1
train,H,498.jpg,expected_2_got_1
train,H,499.jpg,expected_2_got_1
train,H,5.jpg,expected_2_got_1
train,H,50.jpg,expected_2_got_1
train,H,500.jpg,expected_2_got_1
train,H,501.jpg,expected_2_got_1
train,H,502.jpg,expected_2_got_1
train,H,503.jpg,expected_2_got_1
train,H,504.jpg,expected_2_got_1
train,H,506.jpg,expected_2_got_1
train,H,507.jpg,expected_2_got_1
train,H,508.jpg,expected_2_got_1
train,H,509.jpg,expected_2_got_1
train,H,51.jpg,expected_2_got_1
train,H,511.jpg,expected_2_got_1
train,H,513.jpg,expected_2_got_1
train,H,514.jpg,expected_2_got_1
train,H,515.jpg,expected_2_got_1
train,H,516.jpg,expected_2_got_1
train,H,518.jpg,expected_2_got_1
train,H,519.jpg,expected_2_got_1
train,H,52.jpg,expected_2_got_1
train,H,523.jpg,expected_2_got_1
train,H,524.jpg,expected_2_got_1
train,H,525.jpg,expected_2_got_1
train,H,526.jpg,expected_2_got_1
train,H,527.jpg,expected_2_got_1
train,H,528.jpg,expected_2_got_1
train,H,529.jpg,expected_2_got_1
train,H,53.jpg,expected_2_got_1
train,H,530.jpg,expected_2_got_1
train,H,531.jpg,expected_2_got_1
train,H,532.jpg,expected_2_got_1
train,H,533.jpg,expected_2_got_1
train,H,534.jpg,expected_2_got_1
train,H,535.jpg,expected_2_got_1
train,H,536.jpg,expected_2_got_1
train,H,537.jpg,expected_2_got_1
train,H,538.jpg,expected_2_got_1
train,H,539.jpg,expected_2_got_1
train,H,541.jpg,expected_2_got_1
train,H,543.jpg,expected_2_got_1
train,H,544.jpg,expected_2_got_1
train,H,545.jpg,expected_2_got_1
train,H,546.jpg,expected_2_got_1
train,H,547.jpg,expected_2_got_1
train,H,548.jpg,expected_2_got_1
train,H,549.jpg,expected_2_got_1
train,H,55.jpg,expected_2_got_1
train,H,550.jpg,expected_2_got_1
train,H,551.jpg,expected_2_got_1
train,H,552.jpg,expected_2_got_1
train,H,553.jpg,expected_2_got_1
train,H,554.jpg,expected_2_got_1
train,H,556.jpg,expected_2_got_1
train,H,56.jpg,expected_2_got_1
train,H,560.jpg,expected_2_got_1
train,H,561.jpg,expected_2_got_1
train,H,562.jpg,expected_2_got_1
train,H,563.jpg,expected_2_got_1
train,H,564.jpg,expected_2_got_1
train,H,565.jpg,expected_2_got_1
train,H,566.jpg,expected_2_got_1
train,H,567.jpg,expected_2_got_1
train,H,568.jpg,expected_2_got_1
train,H,57.jpg,expected_2_got_1
train,H,570.jpg,expected_2_got_1
train,H,571.jpg,expected_2_got_1
train,H,572.jpg,expected_2_got_1
train,H,574.jpg,expected_2_got_1
train,H,576.jpg,expected_2_got_1
train,H,577.jpg,expected_2_got_1
train,H,578.jpg,expected_2_got_1
train,H,579.jpg,expected_2_got_1
train,H,58.jpg,expected_2_got_1
train,H,580.jpg,expected_2_got_1
train,H,581.jpg,expected_2_got_1
train,H,582.jpg,expected_2_got_1
train,H,583.jpg,expected_2_got_1
train,H,584.jpg,expected_2_got_1
train,H,585.jpg,expected_2_got_1
train,H,586.jpg,expected_2_got_1
train,H,587.jpg,expected_2_got_1
train,H,588.jpg,expected_2_got_1
train,H,589.jpg,expected_2_got_1
train,H,59.jpg,expected_2_got_1
train,H,590.jpg,expected_2_got_1
train,H,594.jpg,expected_2_got_1
train,H,595.jpg,expected_2_got_1
train,H,597.jpg,expected_2_got_1
train,H,598.jpg,expected_2_got_1
train,H,599.jpg,expected_2_got_1
train,H,6.jpg,expected_2_got_1
train,H,600.jpg,expected_2_got_1
train,H,601.jpg,expected_2_got_1
train,H,602.jpg,expected_2_got_1
train,H,603.jpg,expected_2_got_1
train,H,605.jpg,expected_2_got_1
train,H,607.jpg,expected_2_got_1
train,H,609.jpg,expected_2_got_1
train,H,61.jpg,expected_2_got_1
train,H,610.jpg,expected_2_got_1
train,H,611.jpg,expected_2_got_1
train,H,613.jpg,expected_2_got_1
train,H,614.jpg,expected_2_got_1
train,H,615.jpg,expected_2_got_1
train,H,616.jpg,expected_2_got_1
train,H,617.jpg,expected_2_got_1
train,H,619.jpg,expected_2_got_1
train,H,62.jpg,expected_2_got_1
train,H,620.jpg,expected_2_got_1
train,H,621.jpg,expected_2_got_1
train,H,622.jpg,expected_2_got_1
train,H,623.jpg,expected_2_got_1
train,H,624.jpg,expected_2_got_1
train,H,625.jpg,expected_2_got_1
train,H,626.jpg,expected_2_got_1
train,H,627.jpg,expected_2_got_1
train,H,628.jpg,expected_2_got_1
train,H,631.jpg,expected_2_got_1
train,H,632.jpg,expected_2_got_1
train,H,635.jpg,expected_2_got_1
train,H,637.jpg,expected_2_got_1
train,H,637.png,"invalid_handedness_['Right', 'Right']"
train,H,638.png,"invalid_handedness_['Right', 'Right']"
train,H,639.jpg,expected_2_got_1
train,H,64.jpg,expected_2_got_1
train,H,640.png,expected_2_got_1
train,H,641.jpg,expected_2_got_1
train,H,641.png,"invalid_handedness_['Right', 'Right']"
train,H,642.png,"invalid_handedness_['Right', 'Right']"
train,H,643.jpg,expected_2_got_1
train,H,643.png,expected_2_got_1
train,H,644.png,expected_2_got_1
train,H,645.jpg,expected_2_got_1
train,H,645.png,expected_2_got_1
train,H,646.png,expected_2_got_1
train,H,647.jpg,expected_2_got_1
train,H,647.png,expected_2_got_1
train,H,648.jpg,expected_2_got_1
train,H,649.jpg,expected_2_got_1
train,H,649.png,expected_2_got_1
train,H,65.jpg,expected_2_got_1
train,H,651.jpg,expected_2_got_1
train,H,651.png,expected_2_got_1
train,H,652.jpg,expected_2_got_1
train,H,652.png,expected_2_got_1
train,H,654.jpg,expected_2_got_1
train,H,654.png,expected_2_got_1
train,H,655.png,expected_2_got_1
train,H,656.png,expected_2_got_1
train,H,657.png,expected_2_got_1
train,H,658.jpg,expected_2_got_1
train,H,658.png,expected_2_got_1
train,H,659.jpg,expected_2_got_1
train,H,659.png,expected_2_got_1
train,H,66.jpg,expected_2_got_1
train,H,660.jpg,expected_2_got_1
train,H,660.png,expected_2_got_1
train,H,661.jpg,expected_2_got_1
train,H,662.jpg,expected_2_got_1
train,H,662.png,expected_2_got_1
train,H,663.png,expected_2_got_1
train,H,664.jpg,expected_2_got_1
train,H,664.png,expected_2_got_1
train,H,665.jpg,expected_2_got_1
train,H,666.jpg,expected_2_got_1
train,H,667.jpg,expected_2_got_1
train,H,668.jpg,expected_2_got_1
train,H,668.png,expected_2_got_1
train,H,669.jpg,expected_2_got_1
train,H,669.png,expected_2_got_1
train,H,67.jpg,expected_2_got_1
train,H,670.jpg,expected_2_got_1
train,H,670.png,expected_2_got_1
train,H,671.jpg,expected_2_got_1
train,H,671.png,expected_2_got_1
train,H,672.png,expected_2_got_1
train,H,673.png,expected_2_got_1
train,H,674.png,expected_2_got_1
train,H,675.jpg,expected_2_got_1
train,H,675.png,expected_2_got_1
train,H,676.jpg,expected_2_got_1
train,H,676.png,expected_2_got_1
train,H,677.jpg,expected_2_got_1
train,H,677.png,expected_2_got_1
train,H,678.jpg,expected_2_got_1
train,H,678.png,expected_2_got_1
train,H,679.jpg,expected_2_got_1
train,H,679.png,expected_2_got_1
train,H,68.jpg,expected_2_got_1
train,H,680.jpg,expected_2_got_1
train,H,680.png,expected_2_got_1
train,H,682.jpg,expected_2_got_1
train,H,682.png,expected_2_got_1
train,H,683.jpg,expected_2_got_1
train,H,683.png,expected_2_got_1
train,H,685.jpg,expected_2_got_1
train,H,685.png,expected_2_got_1
train,H,686.jpg,expected_2_got_1
train,H,687.jpg,expected_2_got_1
train,H,687.png,expected_2_got_1
train,H,688.jpg,expected_2_got_1
train,H,688.png,expected_2_got_1
train,H,689.jpg,expected_2_got_1
train,H,689.png,expected_2_got_1
train,H,69.jpg,expected_2_got_1
train,H,690.jpg,expected_2_got_1
train,H,691.jpg,expected_2_got_1
train,H,692.jpg,expected_2_got_1
train,H,692.png,expected_2_got_1
train,H,693.jpg,expected_2_got_1
train,H,693.png,expected_2_got_1
train,H,694.png,expected_2_got_1
train,H,695.jpg,expected_2_got_1
train,H,696.jpg,expected_2_got_1
train,H,696.png,expected_2_got_1
train,H,697.jpg,expected_2_got_1
train,H,697.png,expected_2_got_1
train,H,698.png,expected_2_got_1
train,H,699.jpg,expected_2_got_1
train,H,699.png,expected_2_got_1
train,H,7.jpg,expected_2_got_1
train,H,70.jpg,expected_2_got_1
train,H,700.jpg,expected_2_got_1
train,H,700.png,expected_2_got_1
train,H,701.png,expected_2_got_1
train,H,702.jpg,expected_2_got_1
train,H,703.jpg,expected_2_got_1
train,H,703.png,expected_2_got_1
train,H,704.jpg,expected_2_got_1
train,H,705.jpg,expected_2_got_1
train,H,705.png,expected_2_got_1
train,H,706.jpg,expected_2_got_1
train,H,706.png,expected_2_got_1
train,H,707.png,expected_2_got_1
train,H,708.jpg,expected_2_got_1
train,H,708.png,expected_2_got_1
train,H,709.jpg,expected_2_got_1
train,H,709.png,expected_2_got_1
train,H,71.jpg,expected_2_got_1
train,H,711.png,expected_2_got_1
train,H,712.png,expected_2_got_1
train,H,713.jpg,expected_2_got_1
train,H,713.png,expected_2_got_1
train,H,714.jpg,expected_2_got_1
train,H,714.png,expected_2_got_1
train,H,715.jpg,expected_2_got_1
train,H,715.png,expected_2_got_1
train,H,716.jpg,expected_2_got_1
train,H,717.jpg,expected_2_got_1
train,H,718.jpg,expected_2_got_1
train,H,718.png,expected_2_got_1
train,H,719.jpg,expected_2_got_1
train,H,719.png,expected_2_got_1
train,H,72.jpg,expected_2_got_1
train,H,720.jpg,expected_2_got_1
train,H,720.png,expected_2_got_1
train,H,721.jpg,expected_2_got_1
train,H,721.png,expected_2_got_1
train,H,722.png,expected_2_got_1
train,H,723.jpg,expected_2_got_1
train,H,723.png,expected_2_got_1
train,H,724.jpg,expected_2_got_1
train,H,724.png,expected_2_got_1
train,H,725.jpg,expected_2_got_1
train,H,726.png,expected_2_got_1
train,H,727.jpg,expected_2_got_1
train,H,727.png,expected_2_got_1
train,H,728.jpg,expected_2_got_1
train,H,729.jpg,expected_2_got_1
train,H,729.png,expected_2_got_1
train,H,73.jpg,expected_2_got_1
train,H,730.jpg,expected_2_got_1
train,H,730.png,expected_2_got_1
train,H,731.jpg,expected_2_got_1
train,H,731.png,expected_2_got_1
train,H,732.jpg,expected_2_got_1
train,H,732.png,expected_2_got_1
train,H,733.jpg,expected_2_got_1
train,H,733.png,expected_2_got_1
train,H,734.png,expected_2_got_1
train,H,735.jpg,expected_2_got_1
train,H,735.png,expected_2_got_1
train,H,736.png,expected_2_got_1
train,H,737.jpg,expected_2_got_1
train,H,737.png,expected_2_got_1
train,H,738.jpg,expected_2_got_1
train,H,738.png,expected_2_got_1
train,H,739.jpg,expected_2_got_1
train,H,739.png,expected_2_got_1
train,H,74.jpg,expected_2_got_1
train,H,740.jpg,expected_2_got_1
train,H,740.png,expected_2_got_1
train,H,741.jpg,expected_2_got_1
train,H,742.jpg,expected_2_got_1
train,H,743.png,expected_2_got_1
train,H,744.jpg,expected_2_got_1
train,H,744.png,expected_2_got_1
train,H,745.jpg,expected_2_got_1
train,H,745.png,expected_2_got_1
train,H,746.jpg,expected_2_got_1
train,H,746.png,expected_2_got_1
train,H,747.jpg,expected_2_got_1
train,H,747.png,expected_2_got_1
train,H,748.jpg,expected_2_got_1
train,H,748.png,expected_2_got_1
train,H,749.jpg,expected_2_got_1
train,H,749.png,expected_2_got_1
train,H,75.jpg,expected_2_got_1
train,H,750.jpg,expected_2_got_1
train,H,750.png,expected_2_got_1
train,H,751.jpg,expected_2_got_1
train,H,751.png,expected_2_got_1
train,H,752.jpg,expected_2_got_1
train,H,752.png,expected_2_got_1
train,H,753.jpg,expected_2_got_1
train,H,754.png,expected_2_got_1
train,H,755.jpg,expected_2_got_1
train,H,755.png,expected_2_got_1
train,H,756.png,expected_2_got_1
train,H,757.jpg,expected_2_got_1
train,H,758.jpg,expected_2_got_1
train,H,758.png,expected_2_got_1
train,H,76.jpg,expected_2_got_1
train,H,760.jpg,expected_2_got_1
train,H,760.png,expected_2_got_1
train,H,761.jpg,expected_2_got_1
train,H,761.png,expected_2_got_1
train,H,762.jpg,expected_2_got_1
train,H,763.jpg,expected_2_got_1
train,H,764.jpg,expected_2_got_1
train,H,765.jpg,expected_2_got_1
train,H,765.png,expected_2_got_1
train,H,766.jpg,expected_2_got_1
train,H,766.png,expected_2_got_1
train,H,767.jpg,expected_2_got_1
train,H,767.png,expected_2_got_1
train,H,768.jpg,expected_2_got_1
train,H,769.png,expected_2_got_1
train,H,77.jpg,expected_2_got_1
train,H,770.jpg,expected_2_got_1
train,H,770.png,expected_2_got_1
train,H,771.jpg,expected_2_got_1
train,H,771.png,expected_2_got_1
train,H,772.jpg,expected_2_got_1
train,H,773.png,expected_2_got_1
train,H,774.jpg,expected_2_got_1
train,H,774.png,expected_2_got_1
train,H,775.jpg,expected_2_got_1
train,H,776.jpg,expected_2_got_1
train,H,776.png,expected_2_got_1
train,H,777.jpg,expected_2_got_1
train,H,778.jpg,expected_2_got_1
train,H,779.jpg,expected_2_got_1
train,H,779.png,expected_2_got_1
train,H,78.jpg,expected_2_got_1
train,H,780.png,expected_2_got_1
train,H,781.jpg,expected_2_got_1
train,H,781.png,expected_2_got_1
train,H,782.jpg,expected_2_got_1
train,H,783.jpg,expected_2_got_1
train,H,783.png,expected_2_got_1
train,H,785.jpg,expected_2_got_1
train,H,785.png,expected_2_got_1
train,H,786.jpg,expected_2_got_1
train,H,787.jpg,expected_2_got_1
train,H,787.png,expected_2_got_1
train,H,788.jpg,expected_2_got_1
train,H,788.png,expected_2_got_1
train,H,789.jpg,expected_2_got_1
train,H,789.png,expected_2_got_1
train,H,79.jpg,expected_2_got_1
train,H,790.jpg,expected_2_got_1
train,H,790.png,expected_2_got_1
train,H,791.jpg,expected_2_got_1
train,H,791.png,expected_2_got_1
train,H,792.png,expected_2_got_1
train,H,793.jpg,expected_2_got_1
train,H,793.png,expected_2_got_1
train,H,794.jpg,expected_2_got_1
train,H,794.png,expected_2_got_1
train,H,795.jpg,expected_2_got_1
train,H,795.png,expected_2_got_1
train,H,796.png,expected_2_got_1
train,H,797.jpg,expected_2_got_1
train,H,798.jpg,expected_2_got_1
train,H,798.png,expected_2_got_1
train,H,799.jpg,expected_2_got_1
train,H,799.png,expected_2_got_1
train,H,8.jpg,expected_2_got_1
train,H,80.jpg,expected_2_got_1
train,H,801.jpg,expected_2_got_1
train,H,801.png,expected_2_got_1
train,H,802.jpg,expected_2_got_1
train,H,802.png,expected_2_got_1
train,H,803.jpg,expected_2_got_1
train,H,803.png,"invalid_handedness_['Right', 'Right']"
train,H,804.jpg,expected_2_got_1
train,H,804.png,expected_2_got_1
train,H,805.jpg,expected_2_got_1
train,H,805.png,expected_2_got_1
train,H,806.png,expected_2_got_1
train,H,807.jpg,expected_2_got_1
train,H,809.jpg,expected_2_got_1
train,H,809.png,expected_2_got_1
train,H,81.jpg,expected_2_got_1
train,H,810.jpg,expected_2_got_1
train,H,810.png,expected_2_got_1
train,H,811.jpg,expected_2_got_1
train,H,811.png,expected_2_got_1
train,H,812.jpg,expected_2_got_1
train,H,812.png,expected_2_got_1
train,H,813.jpg,expected_2_got_1
train,H,813.png,expected_2_got_1
train,H,814.jpg,expected_2_got_1
train,H,814.png,expected_2_got_1
train,H,815.png,expected_2_got_1
train,H,816.jpg,expected_2_got_1
train,H,816.png,expected_2_got_1
train,H,817.jpg,expected_2_got_1
train,H,817.png,expected_2_got_1
train,H,818.jpg,expected_2_got_1
train,H,818.png,expected_2_got_1
train,H,820.jpg,expected_2_got_1
train,H,821.jpg,expected_2_got_1
train,H,821.png,expected_2_got_1
train,H,822.jpg,expected_2_got_1
train,H,822.png,expected_2_got_1
train,H,823.jpg,expected_2_got_1
train,H,823.png,"invalid_handedness_['Right', 'Right']"
train,H,824.jpg,expected_2_got_1
train,H,824.png,expected_2_got_1
train,H,825.jpg,expected_2_got_1
train,H,826.jpg,expected_2_got_1
train,H,826.png,expected_2_got_1
train,H,827.jpg,expected_2_got_1
train,H,827.png,expected_2_got_1
train,H,828.jpg,expected_2_got_1
train,H,829.jpg,expected_2_got_1
